BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10392,Reconciliation Chapel,CHPL,Complete,19630101,Other,,Non-UBC,Chancellor,Non-UBC,Occupied,,Concrete,2,,711,802,0,,,,,RACHELW,20210906042339,Unspecified,,,,B5,LeasedFromUBC,-123.252272,49.271559
VBL10212,Brock Commons East - Tallwood House,BRCE,Complete,20160518,Commons,,UBC,Academic,SHHS,Occupied,LEED Gold,Wood,18,53,15115,114,0,AC PDF from DP - Board2,new GBA taken from spreadsheet,PLAN,20170914214914,RACHELW,20210906042356,Apt5StoreyPlus,,,UBC,B5,,-123.251314,49.26951
VBL10420,Pump House,PUMP,Complete,20210421,Operations,,UBC,Academic,UBC,Unoccupied,,Steel,,10.09,156,,0,TO - PDF from Approved DP,,GISSTUD2,20190923201928,RACHELW,20210921202702,Outbuildings,,,UBC,B3,,-123.254161,49.264621
VBL10263,Walter H. Gage Residence - Commonsblock,WGR1,Complete,19720101,Services,StudentHousing,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,2,,5156,869-1,0,,,GISSTUD2,20190514202702,RACHELW,20210906042550,Unspecified,,,UBC,B2,,-123.249831,49.269529
VBL10081,Jack Bell Building for the School of Social Work,SOWK,Complete,19920101,Academic,,UBC,Academic,UBC,Occupied,,Steel,4,,2712,750,0,,,,,RACHELW,20210906234719,Unspecified,,,UBC,B2,,-123.2551,49.264474
VBL10051,Rodney Graham Millennium Sculpture Pavilion,RSCU,Complete,20030701,Services,,UBC,Academic,UBC,Occupied,,OtherMixed,1,,28,180,0,,,,,RACHELW,20210804022336,Unspecified,,,UBC,B2,,-123.2545,49.267524
VBL10067,Henry Angus Building,ANGU,Complete,20090903,Academic,,UBC,Academic,UBC,Occupied,,Concrete,10,,22458,023;026;023-1,1,,,,,RACHELW,20210906234736,Unspecified,,,UBC,B2,,-123.253876,49.265106
VBL10227,Asian Centre,ACEN,Complete,19750101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,,4926,046,0,,,,,RACHELW,20210702224952,Unspecified,,,UBC,B2,,-123.25871,49.266752
VBL10162,Centre for Interactive Research on Sustainability,CIRS,Complete,20110831,Academic,,UBC,Academic,UBC,Occupied,LEED Platinum,OtherMixed,6,,5691,633,0,,,,,RACHELW,20210702225528,Unspecified,,,UBC,B2,,-123.25308,49.262051
VBL10370,Exchange Residence,EXCH,Complete,20190412,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,14,,26291,773,0,RW - PDF from Approved DP,Lot 10,GISSTUD2,20190524185641,RACHELW,20210621011653,Apt5StoreyPlus,,,UBC,B5,,-123.247692,49.268567
VBL10369,Place Vanier Residence - Tweedsmuir House,VNR13,Complete,19680101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2189,545-2,0,,,GISSTUD2,20190514210235,RACHELW,20210621011658,AptLess5Storey,,,UBC,B5,,-123.258301,49.263472
VBL10368,Place Vanier Residence - Phyllis Ross House,VNR09,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2142,896-3,0,,,GISSTUD2,20190514205951,RACHELW,20210621011659,AptLess5Storey,,,UBC,B5,,-123.259601,49.265339
VBL10367,Place Vanier Residence - Tec De Monterrey House,VNR12,Complete,20030101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,7,,4496,902,0,,,GISSTUD2,20190514210155,RACHELW,20210621011700,Apt5StoreyPlus,,,UBC,B5,,-123.259536,49.264041
VBL10365,Place Vanier Residence - Sherwood Lett House,VNR11,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2112,560,0,,,GISSTUD2,20190514210111,RACHELW,20210621011700,AptLess5Storey,,,UBC,B5,,-123.257513,49.26339
VBL10360,Place Vanier Residence - Cariboo House,VNR02,Complete,19680101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2172,545-1,0,,,GISSTUD2,20190514205453,RACHELW,20210621011701,AptLess5Storey,,,UBC,B5,,-123.258976,49.263744
VBL10358,Place Vanier Residence - Robson House,VNR10,Complete,19590101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2115,556,0,,,GISSTUD2,20190514210028,RACHELW,20210621011702,AptLess5Storey,,,UBC,B5,,-123.258411,49.263917
VBL10326,Place Vanier Residence - Margaret Mackenzie House,VNR07,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2114,896-2,0,,,GISSTUD2,20190514205837,RACHELW,20210621011702,AptLess5Storey,,,UBC,B5,,-123.259157,49.265682
VBL10325,Place Vanier Residence - Aldyen Hamber House,VNR01,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,,2114,896-4,0,,,GISSTUD2,20190514205404,RACHELW,20210621011703,AptLess5Storey,,,UBC,B5,,-123.258808,49.265257
VBL10319,Marine Drive Residence - 1 Simon Lee,MAR1,Complete,20060101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,19,,11707,377-1,1,,,GISSTUD2,20190514210907,RACHELW,20210621011704,Apt5StoreyPlus,,,UBC,B5,,-123.255876,49.262001
VBL10317,Marine Drive Residence - 2,MAR2,Complete,20060101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,6,,7132,377-2,0,,,GISSTUD2,20190514210947,RACHELW,20210621011704,Apt5StoreyPlus,,,UBC,B5,,-123.256765,49.261877
VBL10306,Child Care Services Administration Building,CCSA,Complete,19900101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,1205,155,1,,,,,RACHELW,20210621011746,Unspecified,,,UBC,B2,,-123.234257,49.26093
VBL10181,The Barn - Owl Child Care,BARN,Complete,19250101,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,2,,304,051,0,,,,,RACHELW,20210621011807,Unspecified,,,UBC,B2,,-123.251115,49.261931
VBL10272,Child Care Services - Acadia,CCS1,Complete,20090101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,,434,207,1,,,RACHELW,20210527174002,RACHELW,20210621011842,Unspecified,,,UBC,B2,,-123.234734,49.260896
VBL10375,Child Care Services - Willow,MCC3,Complete,20191031,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,,305,208,0,,,GISSTUD2,20190524184642,RACHELW,20210621011846,Unspecified,,,UBC,B2,,-123.235328,49.260842
